ENTITY	CUI
ledipasvir	C3851350
gadofosveset	C1698893
dimercaprol	C0012383
methylnaltrexone	C0066411
tiopronin	C0025405
ioflupane I-123	C1956796
formestane	C0048306
sofosbuvir	C2976303
Milk of Magnesia (Brand Name)	C0591789
Auromyose	C1449396
chromic chloride	C0055617
Gadoteric acid	C0771795
iothalamate	C0022032
iso-sulfan blue	C0063908
Bisoxatin	C3652923
picosulfuric acid	C0771269
magnesium trisilicate	C0065533
sulbactam	C0038665
dexpanthenol	C0057610
Pantol	C4292384
phosphoric acid	C0031700
ancestim	C0538777
pentastarch	C2350383
aurothioglucose	C0018033
gadolinium 1,4,7,10-tetraazacyclododecane-N,N',N'',N'''-tetraacetate	C0060929
Optiray	C0593051
ioxilan	C0063829
isosulfan blue inner salt	C3848518
Technetium Tc-99m Mebrofenin	C0075962
Oxidronic acid 99mtc-complex	C3652583
pholcodine	C0070742
gimeracil	C0535459
Teysuno	C3852659
picosulfate	C1704340
gold sodium thiomalate	C0018034
penicillin G procaine	C0030830
Bepantol	C4292386
Bepanthen	C0105747
sodium acetate, anhydrous	C0887700
magnesium chloride anhydrous	C2698003
Oils, glyceridic, evening primrose	C4694766
evening primrose oil	C0700602
indigotindisulfonate	C1116570
indigo carmine	C0021219
Blue X	C4529437
etafedrine	C0059676
vaborbactam	C4519317
Isoprinosine	C0795760
dichlorobenzyl alcohol	C0057846
bismuth subgallate	C0053790
Patent Blue	C4691336
chromium nicotinic acid complex	C0532699
pyrithione	C0072735
chloroxylenol	C0055463
1,3-Dihydroxybenzene	C1870609
sodium sulfate	C0074769
sodium sulfate anhydrous	C0771797
enalaprilat anhydrous	C0886809
enalaprilat	C0014027
magnesium carbonate	C0065517
quaternium-15	C0072826
octinoxate	C0046100
parsol	C4477116
ethylhexyl methoxycinnamate	C1870158
potassium nitrate	C0071772
potassium bicarbonate	C0071751
Eucalyptus terpene oil	C0605222
Eucalyptus oil	C0163069
Eucalyptus globulus Oil	C4704812
Biochrome	C4718952
pyrantel	C0034235
bicisate	C1337344
methylephedrine, DL-	C3274810
N-methylephedrine	C0068122
tetradecyl hydrogen sulfate (ester)	C2919955
clove oil	C0028906
Eugenia aromatica bud oil	C4759708
Clove bud oil	C1646310
Oenothera biennis seed extract	C3666697
Primrose oil	C0138395
indigotindisulfonic acid	C1322012
5,5'-indigotindisulfonic Acid	C4529443
Saxon blue	C4529439
indigo	C0021218
benznidazole	C0053230
Meat sugar	C4691409
aluminum magnesium silicate	C0051515
patent blue violet	C0070139
Diethylenetriaminepentaacetate	C0178596
pentetate	C1702916
chromium gluconate	C3486548
Chromous sulfate	C0303210
Omadine	C0133840
golodirsen	C5222004
Miroistonil	C0128564
dimethacrine	C0058199
amikacin	C0002499
Kaomycine	C4718971
arbekacin	C4082272
ethacrynate	C0178626
metolazone	C0025854
Ethoxzolamide	C0015052
quinethazone	C0164608
Ticrynafen	C0040209
azosemide	C0052820
canrenoic acid	C0282085
potassium citrate anhydrous	C0886631
canrenone	C0006882
rolofylline	C0166128
spiradoline	C0143266
Meticrane	C0873165
Linostil	C4255560
Istonil	C4082293
strontium chloride	C0075333
tobramycin	C0040341
netilmicin	C0027780
Fradiomycin	C4718970
Vonamycin	C4718972
Ribostamycin	C0035554
Habekacin	C0062073
nedaplatin	C0093999
plazomicin	C3502652
4-chloro-N-(2-furylmethyl)-5-sulfamoylanthranilic acid	C0048176
piretanide	C0071132
canrenoate	C1703665
potassium citrate	C0137996
methazolamide	C0025631
somatropin	C0169964
Muzolimine	C0026885
alendronic acid	C0771311
Liprin	C4085891
nafarelin	C0064906
lamivudine	C0209738
risedronic acid	C0140610
gemfibrozil	C0017245
raltegravir	C1871526
pamidronic acid	C3714572
1,5-anhydro-1-(5-(4-ethoxybenzyl)-2-methoxy-4-methylphenyl)-1-thioglucitol	C2933904
pegfilgrastim-bmez	C5211091
pegfilgrastim-jmdb	C4703816
pegfilgrastim-apgf	C5389885
pegloticase	C2350656
PEG-Infergen	C4305885
sTNF-R1	C4550936
Aethoxy-sklerol	C4255582
Puricase	C2350657
Olaptesed Pegol	C4519190
alendronate	C0102118
stavudine	C0164662
eprosartan	C0287041
risedronate	C0246719
methyldopa anhydrous	C3714624
Captopryl	C4255725
acipimox	C0050558
fenofibric acid	C0060179
amphotericin B liposomal	C1145701
4-pyridinecarbohydrazide	C3851115
pacritinib	C3467842
pegfilgrastim	C1136535
pegfilgrastim-cbqv	C4735048
pegademase bovine	C0164674
Egaptivon pegol	C4490515
Peginterferon alfacon-1	C5139881
GlycoPEG-GCSF	C5139922
Pegpleranib	C4550344
PEGylated soluble tumor necrosis factor receptor I	C2983918
polidocanol	C0071330
polyethylene glycol 6000	C0030775
polyethylene glycol 4000	C0032479
Eptacog alfa pegol (activated)	C4519170
abicipar pegol	C4519646
pegvaliase-pqpz	C4694429
pegvaliase	C4519229
elapegademase-lvlr	C4731736
PCS-499	C5139833
alpha-Acetyldigitoxin	C0002238
deslanoside	C0011689
Anvirzel	C0967809
Paclitaxel trevatide	C2604057
lipegfilgrastim	C3640212
valoctocogene roxaparvovec	C4726937
fibrinolysis inhibitor	C1170748
Nitromed	C4255956
trandolapril	C0076891
quinapril	C0072857
telmisartan	C0248719
rescinnamine	C0035167
Lexaptepid pegol	C4519662
Phenylase	C4703924
pegamotecan	C0758797
elapegademase	C4731737
valomaciclovir	C1742773
acetyldigitoxin	C0520442
acetylgitoxin	C0050518
Ouabagenin L-Rhamnoside	C4255755
oleandrin	C0069397
Aldoxorubicin	C5400019
paclitaxel poliglumex	C1702776
palifermin	C0677829
benazepril	C0053091
omapatrilat	C0663645
imidapril	C0165703
Zofenil	C1529293
nandrolone phenpropionate	C0068397
Vintafolide	C3530172
asparaginase	C0003993
Escherichia coli asparaginase	C1269691
Cilazapril, Anhydrous	C0886706
spirapril	C0075007
lanoteplase	C0753753
azilsartan medoxomil	C2698291
azilsartan	C1958569
Temocapril	C0753183
zofenopril	C0078836
delapril	C0057301
122320-05-2	C5833418
7-hydroxystaurosporine	C0077681
fotemustine	C0060696
tretazicar	C0097964
afimoxifene	C2347999
Tirapazamine	C0208407
vapreotide	C0164678
sitimagene ceradenovec	C2354637
tipifarnib	C1176289
troxacitabine	C0877874
satraplatin	C1142934
amonafide	C0051733
masoprocol	C0733397
pipobroman	C0031965
valrubicin	C0068314
mitotane	C0026256
porfimer sodium	C1130428
uracil mustard	C0041920
fulvestrant	C0935916
exemestane	C0851344
epothilone D	C0962559
2-methoxyestradiol	C0046319
epothilone B	C0297960
piritrexim	C0054332
Mustoforan	C1517301
seocalcitol	C0905598
cediranib	C1698364
halofuginone	C0062095
thymalfasin	C0076612
Zarnestra	C1174783
Fenretinide	C0060197
tetrathiomolybdate	C0076339
Thiomolybdate	C0145663
Tiomolibdate ion	C4519665
elsamicin A	C0059041
ecabet	C0209315
Canertinib	C1450570
motexafin gadolinium	C0964264
Pelitinib	C3252861
isophosphamide mustard	C0064039
alpha-glutamyltryptophan	C0526304
abiraterone	C0754011
KOS-1584	C2700006
Transcrocetinate	C4550363
filanesib	C4550884
Plevitrexed	C1948069
pixantrone	C0253355
ridaforolimus	C2713007
amrubicin	C0762659
sapacitabine	C0764827
Endostatins	C0534628
alanosine	C0051066
Trabedersen	C2699985
irofulven	C0532362
(E)-9,10-Dehydroepothilone D	C5241653
Crocetin	C0056501
AV-412	C1831969
rubitecan	C0213800
IMO-2055	C1708303
Atrasentan	C0935914
sulindac sulfone	C0075616
maxacalcitol	C0043872
annamycin	C0214529
Recombinant Human Endostatin	C1705207
tezacitabine	C0253087
N(1),N(11)-diethylnorspermine	C0067116
Diethylnorspermine	C5779584
squalamine	C0213314
Porfiromycin	C0032697
efaproxiral	C0080719
Semaxinib	C1135174
MLN576	C5454972
ginsenoside Rb2	C0061271
Ginsenoside C	C4305836
lanreotide	C0209211
veliparib	C1958300
asparaginase Erwinia chrysanthemi (recombinant)-rywn	C5539923
asparaginase Erwinia chrysanthemi	C3255208
Erwinaze	C3248039
radium chloride Ra-223	C3541342
afatinib	C2987648
Silybin A	C4508861
roquinimex	C0244748
Linomide	C0950651
masitinib	C2351398
temoporfin	C0379149
dactolisib	C3501287
Rabusertib	C3642428
ortataxel	C1527103
treosulfan	C0076959
O-(Chloroacetylcarbamoyl)fumagillol	C0081489
TNP 470	C0950779
Erwinase	C0591457
carmofur	C0044401
miltefosine	C0068006
artesunic acid	C0673892
silybin	C0600334
OVASTAT	C1519641
ilorasertib	C3660880
talazoparib	C4042960
niraparib	C2744440
GSK-2636771	C4519219
tivozanib	C2827667
crenolanib	C1831982
efatutazone	C2827204
rociletinib	C4045493
guadecitabine	C3899005
(2S)-N-[(1S)-1-cyclohexyl-2-[(2S)-2-[4-(4-fluorobenzoyl)-1,3-thiazol-2-yl]pyrrolidin-1-yl]-2-oxoethyl]-2-(methylamino)propanamide	C5834322
Taselisib	C4053731
2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide	C0045644
Misonidazole	C0026218
epacadostat	C4086265
Endostatin, N-terminal-MGGSHHHHH	C4519197
Recombinant human endostatin protein	C4742157
saracatinib	C2828242
Talaporfin	C0245194
Tesevatinib	C4086899
vosaroxin	C1451341
naquotinib	C4519293
trebananib	C3660912
Anecortave	C1693912
vesnarinone	C0148345
mafosfamide	C0065506
LCL-161	C4519313
namitecan	C3468002
exatecan	C0965941
1-O-(α-D-galactopyranosyl)-N-hexacosanoylphytosphingosine	C5227849
CG-200745	C4519098
OBP-801	C3661318
Rigosertib	C3467794
lurtotecan	C0293658
KRN 7000	C0534775
Epofolate	C4519101
R 306465	C2003499
sagopilone	C2355512
belotecan	C0762737
taurolidine	C0144567
molgramostim	C0218633
Zelavespib	C5446178
9H-purine-9-propanamine, 6-amino-8-((6-iodo-1,3-benzodioxol-5-yl)thio)-N-(1-methylethyl)-	C3502086
beloranib	C1454350
soblidotin	C1328702
Salirasib	C0297001
moxetumomab pasudotox-tdfk	C4731858
moxetumomab pasudotox	C2717021
phenethyl isothiocyanate	C0070558
Mitoguazone	C0026251
Methyl-gag	C0025716
penclomedine	C0070220
bizelesin	C0209891
merestinib	C4287805
10-hydroxycamptothecin	C0044680
oltipraz	C0069456
fosbretabulin	C0056154
apaziquone	C0095568
EOQUIN	C1707848
combretastatin	C0056152
onapristone	C0069492
8-((6-Iodobenzo[d][1,3]dioxol-5-yl)thio)-9-(3-(isopropylamino)propyl)-9H-purin-6-amine	C5761880
selenomethylselenocysteine	C0074299
dolastatin 10	C0082338
Etanidazole	C0059682
Lometrexol	C0048852
prednimustine	C0032949
Dianhydrogalactitol	C0011967
indole-3-carbinol	C0063491
fiacitabine	C0045211
nolatrexed	C0796399
Mitolactol	C0026252
Pinometostat	C4519747
3,4-dihydroxybenzohydroxamic acid	C0094556
X-396	C3640935
Sizofiran	C0036359
oblimersen	C0914297
Methylprednisolone Hemisuccinate	C0025819
ensartinib	C4524311
etirinotecan pegol	C3659087
osgemcitabine palabenamide	C5834085
voruciclib	C4683812
6-[4-Deoxy-4-[(2E,4E)-tetradecadienoylglycyl]amino-L-glycero-B-L-manno-heptopyranosyl]amino-9H-purine	C5761890
perilla alcohol	C0955293
perillyl alcohol	C0207661
Tefinostat	C3714116
SOR-C13	C3640131
H-Lys-Glu-Phe-Leu-His-Pro-Ser-Lys-Val-Asp-Leu-Pro-Arg-OH	C5834328
Nanatinostat	C5139709
Volasertib	C2698841
rebastinib	C4519282
liarozole	C0165479
Sonifilan	C3536894
olmutinib	C4301624
Semustine	C0036637
Iniparib	C0291482
dofequidar	C1698867
Prednisone acetate	C0770564
2'-deoxycombretastatin A1	C5833396
combretastatin A4	C4759692
larotrectinib	C4524315
tagraxofusp-erzs	C4746083
tagraxofusp	C4746084
apatinib	C2346836
YN968D1 free base	C5761886
AZD5991	C4527306
Dordaviprone	C5761804
Liposome encapsulated recombinant interleukin-2	C5834512
ACELARIN	C3896724
Fosgemcitabine palabenamide, p(rs)-	C5139967
KRN 5500	C0294829
darolutamide	C4547776
tepotinib	C4287799
quizartinib	C2980091
ripretinib	C5139749
droloxifene	C0047498
Pegylated Recombinant Human Arginase I	C5432235
BCT-100	C2981808
Inbakicept	C5439902
Bortezomib D-mannitol	C5560825
Bortezomib mannitol boronic ester	C5540071
Kras G12C inhibitor 9	C5235315
lurbinectedin	C3898565
enfortumab vedotin-ejfv	C5227850
INCB054828	C4053633
pemigatinib	C4724807
capmatinib	C4053698
6-(2-hydroxy-2-methylpropoxy)-4-(6-(6-((6-methoxypyridin-3-yl)methyl)-3,6-diazabicyclo[3.1.1]heptan-3-yl)pyridin-3-yl)pyrazolo[1,5-a]pyridine-3-carbonitrile	C5227683
selpercatinib	C5235396
pralsetinib	C5226874
selinexor	C3852671
umbralisib	C4682392
edodekin alfa	C3665495
nazartinib	C4507321
Bortezomib D-mannitol ester	C5560935
sotorasib	C5418250
tebentafusp	C5139666
enfortumab vedotin	C4519740
futibatinib	C5139845
olutasidenib	C5235389
adagrasib	C5544276
zoledronic acid anhydrous	C2700334
asciminib	C4508722
1-((3S)-(4-amino-3-((3,5-dimethoxyphenyl)ethynyl)-1H-pyrazolo(3, 4-d) pyrimidin-1-yl)-1-pyrrolidinyl)-2-propen-1-one	C5545014
KRAS G12C inhibitor MRTX849	C4763658
zoledronate	C0392938
zoledronic acid	C0257685
etidronate	C0086268
phentermine	C0031447
metaraminol	C0025575
diethylpropion	C0012201
MMDA	C0066661
2,5-dimethoxy-4-bromoamphetamine	C0045561
Chlorphentermine	C0008283
nylidrin	C0028735
etilefrine	C0015116
ritobegron	C2981327
vatalanib	C0912586
motesanib	C2347295
Dovitinib	C2699806
glesatinib	C4330044
Nanoparticles containing Zoledronic acid	C5834502
etidronic acid	C0015121
lithium hydroxide anhydrous	C2697929
phentermine resin	C0724659
(-)-adrenaline	C4255548
phenmetrazine	C0031411
(±)-diethylpropion	C4255869
mephentermine	C0025380
2,5-dimethoxy-4-ethylamphetamine	C0045562
Iodine iofetamine (123I)	C3652473
racepinephrine	C0205758
tramazoline	C0076890
methoxyphenamine	C0066165
quinupramine	C0072896
levonordefrin	C0520472
Nordefrin	C0025805
Neo-Cobefrin	C0205843
sargramostim	C0216231
Ethylphenylhydantoin	C0098350
ethotoin	C0015046
lestaurtinib	C1541677
flumatinib	C4317329
fostamatinib	C2713632
Savolitinib	C3642466
Foretinib	C2973987
Radotinib	C3273827
ethionamide	C0015021
amineptin	C0051607
opipramol	C0029105
amitriptyline N-oxide	C0051694
dibenzepin	C0012030
liotrix	C0936106
Liothyronine I-131	C0338103
allantoin	C0002083
thyrotropin alfa	C2587204
styrenesulfonic acid polymer	C0379624
polystyrene sulfonic acid	C0071686
polystyrene sulfonate	C0137904
colesevelam	C0541155
calcium citrate	C0108101
calcium acetate	C0717537
calcium gluceptate	C0108111
calcium carbonate, precipitated	C1165560
Calcium gluconate anhydrous	C1658202
Calcium Phosphates	C0006712
calcium glubionate	C0061347
calcium levulinate	C0108124
calcium polycarbophil	C0054480
Lanthanum carbonate anhydrous	C5779859
Hypertensin	C0947663
prednisolone phosphate	C0071842
Prednisolone 21-Phosphate	C1882444
Betamethasone phosphate	C2698382
cholestyramine resin	C0008402
colestipol	C0009279
sevelamer	C0718050
metreleptin	C0961965
ma huang extract	C0390643
Ephedra sinica root extract	C4059929
oxandrolone	C0029995
Calcium glubionate anhydrous	C4292397
calcium lactate	C0108121
Calcium levulinate anhydrous	C4695102
lanthanum carbonate	C0768119
Angiotensin II (human)	C0772301
lypressin	C0024328
Cisatracurium cation	C4691337
recombinant methionyl human leptin	C0909862
(R)-(+)-lipoic acid	C3643437
fosamprenavir	C1176315
Cao ma huang root	C4765525
danazol	C0010961
stanozolol	C0038149
clinafloxacin	C0070191
sulfalene	C0038683
sulfacytine	C0262960
sulfamerazine	C0038684
sulfadimethoxine	C0038676
Sulfaphenazole	C0038706
5-chloroquinoxaline-2-sulfanilamide	C0049111
oxymetholone	C0030072
GLPG-0492	C4519127
sulfamethizole	C0038687
sulfapyridine	C0038710
darunavir	C1435444
sulfadoxine	C0038679
simeprevir	C2605855
Sulfameter	C0038685
setrobuvir	C4045489
phthalylsulfathiazole	C0070975
cyclandelate	C0010525
ziconotide	C0211011
azelnidipine	C0753287
manidipine	C0065656
glucagon (rDNA)	C0876232
clobetasol	C0008992
alclometasone	C0360534
amcinonide	C0051556
flumethasone	C0016294
flurandrenolide	C0016374
acetyl sulfisoxazole	C0081437
magnesium sulfate anhydrous	C1572489
Seletracetam	C1871981
dotarizine	C0248284
cilnidipine	C0378675
CERACTIN	C4519924
glucagon, human	C0772088
Glucagon, porcine	C4256157
diflorasone	C0304612
medrysone	C0065865
halobetasol	C0082787
clocortolone	C0055899
rimexolone	C0140594
desonide	C0011705
halcinonide	C0018513
hydrocortisone probutate	C0063076
loteprednol	C0772364
prednisolone acetate	C0071839
Triacana	C1529212
somapacitan	C4726770
prednicarbate	C0071836
difluprednate	C0058004
clobetasone	C0360518
hydrocortisone valerate	C0063079
methylprednisolone aceponate	C0174938
tiratricol	C0046882
thyroid, porcine	C0770555
somapacitan-beco	C5401639
albusomatropin	C4519261
lonapegsomatropin	C5421356
Transconpeg hGH	C5432390
mitapivat	C5226639
sulfacetamide	C0038670
sulfathiazole	C0038722
bifeprunox	C1721449
Brilaroxazina	C4718951
triflupromazine	C0040989
acetophenazine	C0050458
BL-1020	C2715226
somatrem	C0143083
Somatropin pegol	C4727750
polyethylene glycol-recombinant human growth hormone	C3254127
lonapegsomatropin-tcgd	C5553578
somatrogon	C4726772
Pkr-in-1	C5239427
Prontosil album	C4256126
Streptocide	C4256125
silver sulfadiazine	C0037134
mafenide	C0024452
Brilaroxazine	C5241652
6-(4-(4-(2,3-Dichlorophenyl)-piperazin-1-yl)-butoxy)-2H-benzo(b)(1,4)oxazin-3(4H)-one	C4718950
periciazine	C0033459
perazine	C0030969
follitropin beta	C0060787
follitropin alfa	C1268876
follitropin delta	C4301617
Follitropin gamma	C4490581
abaloparatide	C4042342
Parathormone (human recombinant)	C4255609
butaperazine	C0006481
Follitropin, beta subunit	C3266859
Follitropin alfa/beta	C2224211
Recombinant Follicle Stimulating Hormone	C0724588
Folitropina delta	C4740844
FSH, alpha Subunit	C4759809
Recombinant parathyroid hormone	C1882913
3,5-diiodothyropropionic acid	C0218166
Angiotensin II (1-7) heptapeptide	C0051857
guanoxan	C0650263
levorphanol	C0023586
methadyl acetate	C0025607
18,19-dihydroetorphine	C0045027
bezitramide	C0053535
Palfium	C0591940
dextromoramide	C0011817
desomorphine	C2827133
Dihydromorphine	C0012305
alphaprodine	C0002327
Carbon (11-C) carfentanil	C1268562
teriparatide	C0070093
demeclocycline	C0011276
guanadrel	C0061938
olmesartan	C1098320
cryptenamine	C0086079
deserpidine	C0175158
Raunormine	C4255757
Canescine	C4255758
Recanescine	C4255756
Pentolinium	C0030885
trimethaphan	C0041040
pinacidil	C0071074
Pinacidil Anhydrous	C0886544
Rauwolfia serpentina (USP)	C0994459
4,5-epoxy-3-hydroxy-n-methylmorphinan	C4306019
Alphacetylmethadol	C3536877
lofentanil	C0065151
normethadone	C0069008
pirinitramide	C0031982
naloxegol	C3700399
benzhydrocodone	C4555905
bethanidine	C0005324
doxapram	C0013084
tolazoline	C0040373
bitolterol	C0053817
arbutamine	C0172021
flibanserin	C0754280
naluzotan	C1723113
dexmethylphenidate	C1169997
saralasin	C0036193
adrafinil	C0101700
moxonidine	C0066837
rilmenidine	C0140591
Hyperium	C1528417
PF-00610355	C3852694
Piclozotan	C1721912
reproterol	C0073076
trichloroethylene	C0040905
Anti-Gd2 igg3 monoclonal antibody 3F8 humanized	C4054758
naxitamab-gqgk	C5423691
ergoloid mesylates, USP	C0014708
phendimetrazine	C0070549
amibegron	C2698085
isometheptene	C0064007
cinitapride	C0055747
indoramin	C0021252
Abediterol	C3529991
dopexamine	C0058702
Narcogen	C4541848
metergoline	C0025641
humanized 3F8 anti-GD2 monoclonal antibody	C5227422
naxitamab	C4733494
serdexmethylphenidate	C5237972
dasiglucagon	C5139868
oxyphenonium	C0030082
ipratropium cation	C3848550
octotropine methylbromide	C0051923
clidinium bromide	C0110059
cycrimine	C0056835
oxyphencyclimine	C0069833
methscopolamine bromide	C0141756
tridihexethyl	C0077081
methylhomatropine	C3848532
benzquinamide	C0053284
clidinium	C0055877
methantheline	C0025624
Glycopyrrolate cation	C4255853
diphenidol	C0058371
isopropamide	C0301373
mepenzolic acid	C0065955
hexocyclium	C0062674
dexetimide	C0011785
neohetramine	C0663398
methscopolamine	C0301374
oxitropium	C0069776
diphemanil	C0301371
chlorphenoxamine	C0055468
retapamulin	C1703334
ethiodized oil	C0015018
metocurine	C0066465
pipecuronium	C0071102
mepenzolate	C0360172
thonzylamine	C0175162
sodium ferric gluconate complex	C0875947
rufinamide	C0213404
Xilep	C4255605
neosaxitoxin	C0068533
metocurine iodide	C0700566
metharbital	C0025629
hexafluorenium	C0062619
aprobarbital	C0051241
Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione	C5241650
Meprobamic acid	C4256095
methocarbamol	C0025659
Clopoxide	C4256042
mazindol	C0024977
oxcarbazepine	C0069751
halazepam	C0062092
phenacemide	C0070525
Ethiodized oil injection	C5847495
iodipamide	C0021971
iopamidol	C0022026
butalbital	C0054234
methohexital	C0025668
amobarbital	C0002640
Barbamyl	C0004740
amifostine	C0015020
Ethiofos	C4082394
amifostine anhydrous	C3537278
carbetocin	C0054670
amyl nitrite	C0002711
Nitramyl	C2987740
NESIRITIDE RECOMBINANT	C1177218
fimasartan	C2825622
mirodenafil	C2353244
paraldehyde	C0030438
decamethonium	C0057231
talbutal	C0301407
